0,1,2
"<p>Are you looking for a unique experience to share with your special someone (or friends) this Valentine's Day?! Expert cookie designer Jillian Mora, owner of A Traveling Cupcake, is here to help!</p><p>In this two-hour class, you'll learn the basics of decorating pre-baked sugar cookies and receive Jillian's royal icing and cookie recipe, while enjoying a special Valentine's Day cocktail in one of Shaker Village's beautifully restored historic buildings. Everything you need is provided in the class, and each participant will receive personal instruction from Jillian.</p><p>You'll leave class with a great understanding of the basics of decorating sugar cookies, plus a few cool techniques you'll be sure to use for every special occasion. Most importantly, you'll have a lot of Valentine's Day fun!</p><p>Due to cocktail service, this workshop is recommended for ages 21 and up. Each participant will receive a 20% off coupon to dine at The Trustees' Table.&nbsp;For more information call 859.734.5411 or email us at&nbsp;info@shakervillageky.org.&nbsp;</p><p><br></p>","{food,holiday}",{}
"<p>W/ Mammoth Cave II, Sky Cathedral</p><p>Doors 8pm // Show 9pm</p>",{music},{}
"<p><strong>University of Kentucky Wind Symphony presents Star Wars feat. Lafayette High School Wind Symphony</strong></p><p><strong>Singletary Center for the Arts | Concert Hall&nbsp;</strong></p><p><strong>Saturday, February 3rd, 2024 | 7:30PM</strong></p><p>UK Wind Symphony, Dr. John Cody Birdwell, conductor</p><p>Lafayette High School Wind Ensemble, Dee Bishop, conductor</p><p><span style=""color: rgb(51, 51, 51);"">Program to include:</span></p><p><span style=""color: rgb(51, 51, 51);"">Aspen Jubilee by Ron Nelson</span></p><p><span style=""color: rgb(51, 51, 51);"">Red Sky by Anthony Barfield</span></p><p><span style=""color: rgb(51, 51, 51);"">Star Wars Trilogy by John Williams*</span></p><p><span style=""color: rgb(51, 51, 51);"">Aegean Festival Overture by Andreas Makris</span></p><p><em style=""color: rgb(51, 51, 51);"">*Performance does not include projection of the film</em></p><p><strong><u>TICKETS:</u></strong></p><p>$14 Adults / $7 Students (additional online processing fees may apply)</p><p>UK Students can receive 1 FREE ticket to this performance - visit the SCFA Ticket Office to receive your ticket (valid UK ID required)</p><p><strong>TICKETS ARE NON-REFUNDABLE. NO REFUNDS. NO EXCHANGES.</strong></p>","{music,theater}",{}
"<p>Firmly situated in this nexus of the incredible and the banal are the paintings of Megan Bickel. Layers upon layers of paint, digital prints, cement, natural landscapes, pencil, cutting-edge textiles, photographic representations, and virtual reality experiments combine to produce a depth so extensive it begins to appear irremediably flat. It’s hard to escape the thought that with just a bit closer of a look, just a bit longer tracing the marks on the canvas, you’ll break through to the truth buried under the artifice. But that resolution is constantly interrupted.  </p>","{art,gallery}",{}
"<p>There's a lot to be thankful for this year. Hell, there always is if you really stop and think about it. And by golly we aim to celebrate it!!</p><p>For starters we are so thankful to have the fun and folksy trio of women in <a href=""https://themlasses.wixsite.com/them-lasses"" rel=""noopener noreferrer"" target=""_blank"">THEM LASSES</a> here with us for said celebration. And they have plenty to celebrate themselves as this party will double as the release of their EP and single GRATEFUL.</p><p>Let the pickin' and harmonizin' commence!</p>",{music},{}
"<p><a href=""https://lexphil.org/"" rel=""noopener noreferrer"" target=""_blank"">LexPhil</a> and <a href=""https://www.lexsing.org/"" rel=""noopener noreferrer"" target=""_blank"">The Lexington Singers</a>&nbsp;return to the beautiful Cathedral of Christ the King for this holiday tradition in a program of timeless orchestral and choral works. This awe-inspiring musical experience in a divine setting will transport all to a place of peace that evokes the spirit of the holiday season.</p><p><a href=""https://docs.google.com/forms/d/e/1FAIpQLSe4SxVWtqJibaXFqrR8haCEBkdHc1YzNvNqwMZ39rj4i9I_6Q/viewform?usp=sf_link"" rel=""noopener noreferrer"" target=""_blank"">Join the waitlist</a></p>",{music},{}
"<p>The Bad Plus are the ultimate originals. A democratic unit with a clear vision and a refusal to conform to convention. For the past two decades they have played with spirit and adventure, made their own rules and done so with a bold sense of creativity and intent. Avoiding easy categorization, The Bad Plus has won critical acclaim and a legion of fans worldwide with their unique sound and flair for live performance.</p><p>Now in their 21st year, The Bad Plus continues to push boundaries as founding members Reid Anderson (bass) and Dave King (drums) embark on a new piano-less incarnation of the band with Ben Monder (guitar) and Chris Speed (tenor saxophone) – instigating a new wave of excitement and anticipation within the band that is re-energizing their sound and inspiration. The Bad Plus have constantly searched to bridge genres and techniques while exploring the infinite possibilities of exceptional musicians working in perfect sync. </p>",{music},{}
"<p>This Valentine's Day, celebrate the singer, the leader, the woman, <strong>the legendary Aretha Franklin</strong> at the Lexington Opera House! The electrifying music of the ""Queen of Soul,"" will be performed by LexPhil with a live band and powerful guest vocalists for a night celebrating some of her greatest hits: Chain of Fools, Think, and of course, R-E-S-P-E-C-T.&nbsp; This concert is sure to have you dancing in the aisles!</p><p>A <a href=""https://spot-onentertainment.com/"" rel=""noopener noreferrer"" target=""_blank"">Scott Coulter, SPOT-ON Entertainment</a> production.</p>",{music},{}
"<p>The work of Texan artist Sam Linguist hovers in this windy landscape of threatening weather and charming local eccentricity. In fact, his ceramic paintings look windblown. Like something archaeologically found, the images on the surfaces are a random cohort of both abstract and representational things. The backs of the paintings are not excluded from the artist’s mark. Linguist often scrawls out the name of the work there as well as his own signature, perhaps embracing the random gift of having a name meaning ‘adept at language.’</p><p>Lately, Linguist has deployed a series of crudely-welded metal armatures – reminiscent of antiquated moon towers used to light public spaces from the late 19th century into the mid-20th – to hold some of his paintings at jutting angles away from the wall, allowing people to see the backstamp and titles. One feels an imminent sense of danger and responsibility around these fragile pieces, which precariously dangle on small metal pegs at the end of the skeletal structures.</p><p><br></p>","{art,gallery,reception,opening}",{}
"<p><strong>MAVERICKS</strong> celebrates the independent spirit, individuality, courage, and innovation of artists. The program opens with the Kentucky premiere of two co-commissioned works by <strong>Jennifer Higdon</strong> and <strong>Clarice Assad</strong>. Higdon's <em>Cold Mountain Suite</em>, an orchestral piece based on her opera of the same title, tells the story of a Civil War soldier tired of fighting for a cause he doesn’t believe in, who grapples with the decision to desert, and journey home. Trumpet soloist, <strong>Mary Elizabeth Bowden</strong>, joins the orchestra for Assad's <em>Bohemian Queen</em>, inspired by the life and surrealist art of American painter, Gertrude Abercrombie, known as ""the queen of the bohemian artists."" <strong>Tchaikovsky</strong> broke the ""compositional mold"" to express his turbulent personal life and inner turmoil through his <strong>Symphony No. 4</strong>, an audience-favorite that evokes strong emotions and marked a dramatic departure in his composition form from the traditional sonata.</p>",{music},{}
"<p><strong><em>Q&amp;A with Raymond De Luca, an assistant professor and specialist in international film studies at the University of Kentucky</em></strong></p><p>&nbsp;</p><p><strong>""The film that conquered the world.""&nbsp;</strong>—Martin Scorcese</p><p><strong>""Truly unforgettable.""</strong>&nbsp;—<em>Los Angeles Times</em></p><p><strong>""The circus that became the '60s was ushered in cinematically by La Dolce Vita, Federico Fellini's masterwork about the so-called 'sweet life' on Rome's teeming Via Veneto.""</strong>&nbsp;—<em>Atlanta Journal-Constitution</em></p><p>The biggest hit from the most popular Italian filmmaker of all time,&nbsp;<em>La dolce vita</em>&nbsp;rocketed Federico Fellini to international mainstream success—ironically, by offering a damning critique of the culture of stardom. A look at the darkness beneath the seductive lifestyles of Rome’s rich and glamorous, the film follows a notorious celebrity journalist (a sublimely cool Marcello Mastroianni) during a hectic week spent on the peripheries of the spotlight. This mordant picture was an incisive commentary on the deepening decadence of contemporary Europe, and it provided a prescient glimpse of just how gossip- and fame-obsessed our society would become. —<em>Criterion</em></p>",{film},{}
"<p>The Concentric Dronecult presents the Spring Equinox Drone Social, featuring live ambient jams from members of Ghost Affirmation, Eolith, and Everyone Lives Everyone Wins</p>",{music},{}
"<p>NAUTI NIGHTS: Kentucky's Longest-Running Burlesque Revue</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tf4/1/16/2728.png"" alt=""✨"" height=""16"" width=""16"">DOORS: 8PM</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tf4/1/16/2728.png"" alt=""✨"" height=""16"" width=""16"">SHOW: 9PM</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tf4/1/16/2728.png"" alt=""✨"" height=""16"" width=""16"">COVER: $15 (cash or card at the door)</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tf4/1/16/2728.png"" alt=""✨"" height=""16"" width=""16"">18+</p><p><br></p><p>Step on down to the THIRTY-FIRST Nauti Nights!</p><p><br></p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" alt=""❤️"" height=""16"" width=""16"">CAST<img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" alt=""❤️"" height=""16"" width=""16""></p><p>Bourbon Decay</p><p>Maia Pussy Sparkles</p><p>Val'Uptuous</p><p>Waylon Banshee</p><p>Whiskey Business</p><p>Tip Runner: Annie Calamity</p><p>Stage Kitten: Mimento</p><p>Emcee(s): Trashique</p><p><br></p><p>Once a month, BurLEX brings you a variety of talents to the Al's Bar stage!</p><p>Bring your tipping dollars and your loudest cheers for Kentucky's longest-running monthly burlesque evening of tease!</p><p><br></p><p>BurLEX(ington) was founded and is operated by Träshique and is a collaborative community collective based in the art form of burlesque in Lexington, Kentucky.</p><p>OUR MISSION:</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/teb/1/16/2763.png"" alt=""❣️"" height=""16"" width=""16"">Bringing our community together on a local &amp; regional level through burlesque &amp; adjacent art forms.</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/teb/1/16/2763.png"" alt=""❣️"" height=""16"" width=""16"">To teach empowerment, intentionality, and consent to our students, audiences, and local community through partnerships that communicate this tone.</p><p><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/teb/1/16/2763.png"" alt=""❣️"" height=""16"" width=""16"">Creating bonds and pathways between the region to elevate the art of burlesque and support our regional established groups and performers.</p>","{theater,dance}",{}
"<p>The work of Texan artist Sam Linguist hovers in this windy landscape of threatening weather and charming local eccentricity. In fact, his ceramic paintings look windblown. Like something archaeologically found, the images on the surfaces are a random cohort of both abstract and representational things. The backs of the paintings are not excluded from the artist’s mark. Linguist often scrawls out the name of the work there as well as his own signature, perhaps embracing the random gift of having a name meaning ‘adept at language.’</p><p>Lately, Linguist has deployed a series of crudely-welded metal armatures – reminiscent of antiquated moon towers used to light public spaces from the late 19th century into the mid-20th – to hold some of his paintings at jutting angles away from the wall, allowing people to see the backstamp and titles. One feels an imminent sense of danger and responsibility around these fragile pieces, which precariously dangle on small metal pegs at the end of the skeletal structures.</p><p><br></p>","{gallery,art}",{}
"<p>More than one hundred years after his birth, Federico Fellini still stands apart as a giant of the cinema. The Italian maestro is defined by his dualities: the sacred and the profane, the masculine and the feminine, the provincial and the urbane. He began his career working in the slice-of-life poetry of neorealism, and though he soon spun off on his own freewheeling creative axis, he never lost that grounding, evoking his dreams, memories, and obsessions in increasingly grand productions teeming with carnivalesque imagery and flights of phantasmagoric surrealism while maintaining an earthy, embodied connection to humanity. </p><p>The Kentucky Theatre is proud to screen four of Fellini’s most celebrated and seminal films as a tribute to an artist who conjured a cinematic universe all his own: a vision of the world as a three-ring circus in which his innermost infatuations, fears, and fantasies take center stage.</p><p><br></p><p><strong><em>Q&amp;A with Raymond De Luca, an assistant professor and specialist in international film studies at the University of Kentucky</em></strong></p><p>&nbsp;</p><p><strong>""One of the greatest films about film ever made.""</strong>&nbsp;—<em>Criterion</em></p><p><strong>""An exciting, stimulating, monumental creation.""</strong><em>&nbsp;—Variety</em>&nbsp;</p><p><strong>""A carnival of the soul.""</strong>&nbsp;—<em>Little White Lies</em>&nbsp;</p><p>One of the greatest films about film ever made, Federico Fellini’s&nbsp;<em>8½</em>&nbsp;marks the moment when the director’s always-personal approach to filmmaking fully embraced self-reflexivity, pioneering a stream-of-consciousness style that darts exuberantly among flashbacks, dream sequences, and carnivalesque reality, and turning one man’s artistic crisis into a grand epic of the cinema. Marcello Mastroianni plays Guido Anselmi, a director whose new project is collapsing around him, along with his life, as he struggles against creative block and helplessly juggles the women in his life—including Anouk Aimée, Sandra Milo, and Claudia Cardinale. An early working title for&nbsp;<em>8½</em>&nbsp;was&nbsp;<em>The Beautiful Confusion,</em>&nbsp;and Fellini’s masterpiece is exactly that: a shimmering dream, a circus, and a magic act. —<em>Criterion</em></p>",{film},{}
<p>w/ Louisa Stancioff</p><p>indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>More than one hundred years after his birth, Federico Fellini still stands apart as a giant of the cinema. The Italian maestro is defined by his dualities: the sacred and the profane, the masculine and the feminine, the provincial and the urbane. He began his career working in the slice-of-life poetry of neorealism, and though he soon spun off on his own freewheeling creative axis, he never lost that grounding, evoking his dreams, memories, and obsessions in increasingly grand productions teeming with carnivalesque imagery and flights of phantasmagoric surrealism while maintaining an earthy, embodied connection to humanity. </p><p>The Kentucky Theatre is proud to screen four of Fellini’s most celebrated and seminal films as a tribute to an artist who conjured a cinematic universe all his own: a vision of the world as a three-ring circus in which his innermost infatuations, fears, and fantasies take center stage.</p><p><br></p><p><strong><em>Q&amp;A with Raymond De Luca, an assistant professor and specialist in international film studies at the University of Kentucky</em></strong></p><p>&nbsp;</p><p><strong>""One of the director’s best-loved creations.""&nbsp;</strong>—<em>Criterion</em></p><p><strong>""This veers from the heartfelt to the satirical, the scathing to the loving, the funny to the melancholy — in short, it's everything that great cinema should be.""</strong>&nbsp;—<em>Empire Magazine</em></p><p><strong>""[Fellini] leaves us with the hope that the human comedy just may be able to survive everything.""</strong>&nbsp;—<em>Los Angeles Times</em></p><p>Federico Fellini returned to the provincial landscape of his childhood with this carnivalesque reminiscence, recreating his hometown of Rimini in Cinecittà’s studios and rendering its daily life as a circus of social rituals, adolescent desires, male fantasies, and political subterfuge. Sketching a gallery of warmly observed comic caricatures, Fellini affectionately evokes a vanished world haloed with the glow of memory, even as he sends up authority figures representing church and state, satirizing a country stultified by Fascism. Winner of Fellini’s fourth Academy Award for best foreign-language film,&nbsp;<em>Amarcord&nbsp;</em>remains one of the director’s best-loved creations, beautifully weaving together Giuseppe Rottuno’s colorful cinematography, Danilo Donati’s extravagant costumes and sets, and Nino Rota’s nostalgia-tinged score.</p>",{film},{}
"<p>Firmly situated in this nexus of the incredible and the banal are the paintings of Megan Bickel. Layers upon layers of paint, digital prints, cement, natural landscapes, pencil, cutting-edge textiles, photographic representations, and virtual reality experiments combine to produce a depth so extensive it begins to appear irremediably flat. It’s hard to escape the thought that with just a bit closer of a look, just a bit longer tracing the marks on the canvas, you’ll break through to the truth buried under the artifice. But that resolution is constantly interrupted.  </p>","{art,gallery,opening}",{}
<p>Indoor show</p><p>21+</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>Join us for an exciting DIY event at the vibrant Lex Center For Creative Reuse. Our ""Get to Know Your Sewing Machine"" workshop is designed to help you understand and make the most out of your sewing machine. It doesn't matter if you are a beginner or an experienced user, this class will provide you with an in-depth knowledge of your machine's capabilities.</p><p>This interactive session will cover various topics, such as machine setup, maintenance, troubleshooting common issues, and exploring different stitch types. You'll also get hands-on experience with guided exercises.</p><p>By the end of this workshop, you will have gained the confidence to handle your sewing machine like a pro, and use it to bring your creative ideas to life. So, don't miss this opportunity to learn, create, and share in a fun and friendly environment.</p><p>Looking forward to seeing you at the Lex Center For Creative Reuse. Happy Sewing!</p>",{craft},{}
"<p>At least 5,000 rubber ducks will make their way back to town for the 4th Annual Lexington Duck Derby on June 29th. Adopt a duck and you could win $5,000 CASH. First 25 ducks to cross the finish line will win prizes. Join us for a QUACKing good time all while going a little good. 100% proceeds to benefit children and families of bluegrass communities on behalf of our club and its partners. Presented by the Kiwanis Club of Lexington Blue Grass. Adoption packages starting at $5 available online (www.LexingtonDuckDerby.com) or show up early on race day to adopt your duck on-site.</p>",{festival},{}
<p>Join Maggie and Chris as they perform classic Christmas songs with an all-star jazz band plus an mini artisan vendor market.</p><p>Market 4-6 PM | Show 6:00 PM</p><p>Indoor show</p><p>All ages</p>,{music},{}
"<p><span style=""color: rgb(5, 5, 5);"">Dreams do come true...follow the magical journey of Cinderella, an enchanted fairytale of all times featuring the Lexington Ballet School.</span></p>","{dance,theater}",{}
<p>Artists paint from 8am - 2pm downtown cityscapes of their choosing - within the designated boundaries.  Map on website.  The work is then turned in and installed in the Main Library Gallery in time for an Exhibition Opening and Reception that evening to which the public are invited.  This is a ticketed event.  All artwork is for sale.  The exhibition will run until 15th July.</p>,"{gallery,art}",{}
"<p>Enjoy a festive evening of songs of the season and family friendly humor, featuring The Kentuckians Chorus and barbershop quartets . . . plus a special guest performance by the Paul Lawrence Dunbar Chamber Choir. Sing-alongs, too!</p>","{music,comedy}",{}
"<p>Join us for an inspiring session with Yolantha Pace, a captivating storyteller who will share her unique perspectives gained through travels. Through her writing, Yolantha draws on her diverse experiences and navigates through adversity, offering the world a glimpse into her remarkable journey. With a passion for serving the underserved, Yolantha becomes a beacon of light and encouragement, reaching out to those facing challenges. Don't miss the opportunity to be inspired by her stories and empowered by her resilience.</p><p>Thank you to Stuart Powell for Sponsoring our Lunch With The Arts Series!</p><p>Tickets available online or at the door.</p>","{literary arts,talk}",{}
"<p><span style=""color: rgb(29, 29, 29);"">Live bluegrass the third Thursday of every month, October through April. December's concert, moved to December 7, will feature Blue Eagle Band. Sponsored by Southland Jamboree.</span></p>",{music},{}
"<p> Featuring the best in bluegrass music, the event is organized by Sam Karr and Rick Greene, organizers of the IBMA award-winning SamJam Bluegrass Festival in Piketon, Ohio, and the 2024 show will mark the second bluegrass festival at the Kentucky Horse Park since the Festival of the Bluegrass was discontinued.</p>","{festival,music}",{}
"<p>A scion of Haitian music royalty, Paul has grown up living to the beat. His parents are Grammy nominated band, Boukman Eksperuans, and his earliest memories are of rhythm and sound. Moving to New York as a youth, he was inspired by his heritage to begin crafting a sound of his own. Constantly aware of his roots, the struggle of an immigrant and the drive of New York lifted Paul to create a path where music activism and history meet. </p><p>His unique and transfixing sound he calls “Roots/Blues”, Paul weaves his impeccable guitar skills, rich vocal and musical ingenuity into something special. He is also well known for his role in the band Archaid Fire. Check out his videos. </p><p>As always, we will highlight Paul’s Haitian culture in the show. Get your tickets now! </p>","{music,Roots ,Haiti,GreenRoom,Concert}",{}
"<p><strong><em>Q&amp;A with Raymond De Luca, an assistant professor and specialist in international film studies at the University of Kentucky</em></strong></p><p><br></p><p><strong>""One of cinema’s most exquisitely moving visions of humanity struggling to survive in the face of life’s cruelties.""&nbsp;</strong>—<em>Criterion</em></p><p><strong>""This is an extraordinary film, a fierce tragedy but one which, for all its relentless realism, can be tender, pathetic, and, finally, touched with hope. It is a film which must not be missed.""</strong>&nbsp;—<em>Guardian</em></p><p>When Gelsomina (Giulietta Masina), a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò (Anthony Quinn) to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.</p>",{film},{}
"<p>The&nbsp;Beer Cheese Festival in beautiful, historic downtown Winchester, KY is the only festival in the world dedicated to the celebration of beer cheese!</p><p>Every 2nd Saturday in June, downtown comes alive with music, food, crafts, shopping, children's activities, and of course, beer cheese.&nbsp;Lots and lots of beer cheese!</p><p>The event is free to the public.</p>","{festival,food}",{}
"<p>Come out and celebrate the dad in your life with a day of baseball, cars, tools, cigars, bourbon and great food!</p><p><strong>Vintage Baseball | 1:00 p.m.-4:00 p.m.</strong></p><p>Enjoy baseball as it was played in the 1860s with this exciting match-up between the 1869 Cincinnati Red Stockings and the Bluegrass Barons.</p><p>Both teams will wear period-reproduction uniforms and use period-reproduction equipment while following baseball rules from the late-19th&nbsp;century. Discover the origins of America’s pastime and how much the game has changed in the last 150 years.</p><p>Bring your own lawn chair, and we'll provide the shade tree.</p><p><strong>Classic Car &amp; Tractor Show | Noon-4:00 p.m.</strong></p><p>This part of the day really gets our motor running (we had to have a dad joke somewhere)! Tour vintage cars and tractors, and meet their owners to learn more about collecting and caring for these unique pieces of Americana.</p><p><strong>Cigar Lounge | Noon-4:00 p.m.</strong></p><p>Hangout in our lounge to improve your cigar knowledge. Jake's Cigar Bar will have their humidor along with a selection of cigars that you can purchase – a perfect gift for dad! You’ll learn more about cigar pairings to how to cut and light a cigar.</p><p><strong>Bourbon Tasting | Noon-4:00 p.m.</strong></p><p>Join Wildnerness Trail Distillery in the bourbon booth for sample pours. Their team will be on hand to educate guests on their bourbon selections and the history of this Danville-based distillery.</p><p><strong>Vintage Tool Displays | Noon-4:00 p.m.</strong></p><p>Learn more about the hand tools of days-gone-by with tool historian Calvin Shewmaker.</p><p><strong>Hot Dogs! Get your Hot Dogs heeeere (and a lot more)!</strong></p><p>Food trucks specializing in burgers, hotdogs and barbecue, as well as a beer tent will be available throughout the day. The Post Office Shop will also have grab-and-go items including sandwiches, chips, sweet treats and drinks.</p><p>Food Trucks</p><ul><li>Southern Style Kettle Corn</li><li>Mercer County Cattleman's</li><li>The Curry Kitchen</li><li>Mimi's Mac</li><li>Lemonade on the Rocks</li></ul><p><strong>Heritage Demonstrations and Activities</strong></p><p>Take part in a variety of heritage demonstrations and activities, scheduled throughout the day and including:</p><ul><li>Axe Throwing for Ages 12+</li><li>Hay Wagon Rides</li><li>Woodworking Demonstration with Bob Cairns</li><li>Basket Weaving with Derek Downing</li><li>Shaker Reproductions with Lincoln Trail Woodcrafts</li><li>Green Penguin Hot Sauce with Justin Stanley</li></ul>",{festival},{}
"<p><strong>David Lucas</strong> started his career early on the MTV ""Yo Momma"" show. Soon after being on the show, he moved to Hollywood to pursue his entertainment career. Landing a role on the hit show ""Roast Me"" on All Def Digital he became a popular name.</p><p>When David became a regular on the <em>Kill Tony Show</em> he was acknowledged by legendary comedians as a quick-witted joke writer and a vicious Roaster. He is solidifying his name as one of the greatest comics of his generation. You can catch him headlining across the country and also opening for Louis CK, Joe Rogan, and Tony Hinchcliffe. Also featured in the <em>Roast of Mr. Peanut</em>, the commercial snippet aired during Super Bowl LVII.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p><em>This event is postponed.</em></p><p><br></p><p>Join us Friday December 1st, 5-7:30PM for the Institute 193 Holiday Party and Tree Decorating Event! Bring your own ornament, enjoy a cup of eggnog, and check out the holiday shop!</p>",{holiday},{}
"<p><span style=""background-color: transparent;"">Join us this holiday season as we bring to life Clara’s adventures through the Land of Snow and the Land of Sweets in a family-friendly, one-act performance. </span><span style=""color: rgb(5, 5, 5);"">Meet your favorite Nutcracker characters and enjoy drinks and snacks at Clara’s Tea Party, immediately following the Saturday Nutcracker performance in the President’s Room.</span></p>","{dance,theater,music}",{}
"<p>Kind Skies</p><p><a href=""https://www.instagram.com/kindskiesband/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(17, 85, 204);"">https://www.instagram.com/kindskiesband/</a></p><p>Charm School</p><p><a href=""https://www.youtube.com/watch?v=THnhQ3eaQM0"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(17, 85, 204);"">https://www.youtube.com/watch?v=THnhQ3eaQM0</a></p><p>Nevernew</p><p><a href=""https://fb.watch/oa7ZHwWn7o/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(17, 85, 204);"">https://fb.watch/oa7ZHwWn7o/</a></p>",{music},{}
"<p>""Once upon a time, there was a little ogre named Shrek...."" And thus begins the tale of an unlikely hero who finds himself on a life-changing journey alongside a wisecracking Donkey and a feisty princess who resists her rescue. Yes, your favorite ogre is back in the hilarious stage spectacle based on the Oscar®-winning, smash hit, DreamWorks animated film. This Tony Award®-winning fairy tale musical adventure features songs from Jeanine Tesori&nbsp;(Kimberly Akimbo; Caroline, or Change), a sidesplitting book by Pulitzer Prize winner David Lindsay-Abaire&nbsp;(Kimberly Akimbo)&nbsp;and brings all the beloved characters you know from the film to life.&nbsp;USA Today raves, “""Altogether irresistible!"" You’ll be a “believer” too as there’s more to the story that meets the ears.</p>","{theater,music,comedy}",{}
<p>On the playbill for this year's Summer Celebration is&nbsp;Bravo! Broadway&nbsp;with&nbsp;<strong>Honorary Chairs Dr. Everett and AliciaMcCorvey</strong> in the leading roles.</p><p>Join us when the curtain goes up on a show-stopping evening of fun and fellowship in support of the state's largest performance stage.&nbsp;A supporting cast of community partners makes possible KET's spotlight on Kentucky’s rich cultural heritage and quality of life.&nbsp;May all the winners take a bow!</p>,{festival},{}
<p>Bob Dylan's career has lasted the better part of fifty years now. He has never gotten by on sentimentality or nostalgia. He has never repeated his successes. Dylan has always pushed his work ahead.</p>,{music},{}
"<p><strong><em>Southern Circuit screenings are funded in part by a grant from South Arts, a regional arts organization, in partnership with the National Endowment for the Arts. Tickets are $5 for adults and free for students. Tickets will be sold at the door.</em></strong></p><p><br></p><p><strong><em><span class=""ql-cursor"">﻿﻿</span></em></strong>Online Q&amp;A with protagonist George Anthony Morton following screening (84 minute run time)</p><p>Master of Light is a portrait of George Anthony Morton, a renowned classical painter, who spent a decade in federal prison for drug charges. While he was incarcerated, George turned to painting as a means of survival and a tool for healing. In the years since his release, George is doing everything he can to defy society’s unlevel playing field and tackle the white-dominant art world, including graduating from the prestigious Florence Academy of Art and opening his own studio, Atelier South, in Atlanta. Master of Light is an inspirational story of resilience and immense talent emerging in the face of the oppressive circumstances of prison, and a powerful lens into breaking intergenerational cycles of trauma that fuel mass incarceration. Master of Light is a film by Rosa Ruth Boesten and George Anthony Morton, directed by Rosa Ruth Boesten, and produced by Roger Ross Williams, Anousha Nzume, and Ilja Roomans. Master of Light has won numerous awards, including the Grand Jury Award for Documentary Feature at the 2022 SXSW Film Festival. Master of Light premiered on HBO and HBO Max on November 16.</p>","{film,screening}",{}
<p>The Midway Bourbon &amp; Blues Festival is a reincarnation of the Francisco's Farm Art Fair.&nbsp;We are taking the very best artists and craftspeople and pairing them with two things Kentuckians love - Bourbon AND Blues!</p><p>We have an amazing line up of musicians and bourbon and bourbon related products for you to enjoy on June 8th in downtown Midway - the heart of Francisco's Farm! </p>,"{festival,music}",{}
"<p><a href=""https://boyziimen.com/"" rel=""noopener noreferrer"" target=""_blank"">Boyz II Men</a> redefined popular R&amp;B and continues to create timeless hits that appeal to fans across all generations. The band has penned and performed some of the most celebrated classics of the past two decades. The group's 4 Grammy Awards are just the tip of the iceberg! They have won fans the world over with their soulful multi-octave sound and incredible vocals. Given the monumental success of their albums and the timeless quality of their vocals, it's easy to see why Boyz II Men remains the most popular R&amp;B group of all time. Ask any successful pop or R&amp;B superstar which artists have inspired them – chances are Boyz II Men will be at the top.</p>",{music},{}
"<p><strong><em>Southern Circuit screenings are funded in part by a grant from South Arts, a regional arts organization, in partnership with the National Endowment for the Arts. Tickets are $5 for adults and free for students. Tickets will be sold at the door.</em></strong></p><p><strong><em><span class=""ql-cursor"">﻿﻿</span></em></strong></p><p>Q&amp;A with director and producer Elaine McMillion Sheldon immediately following screening (80 minute run time)</p><p>A lyrical tapestry of a place and people, <em>King Coal</em> meditates on the complex history and future of the coal industry, the communities it has shaped, and the myths it has created. Oscar-nominated filmmaker Elaine McMillion Sheldon reshapes the boundaries of documentary filmmaking in a spectacularly beautiful and deeply moving immersion into Central Appalachia where coal is not just a resource, but a way of life.</p><p>While deeply situated in the communities under the reign of King Coal, the film transcends time and place, emphasizing the ways in which all are connected through an immersive mosaic of belonging, ritual, and imagination. Emerging from the long shadows of the coal mines, <em>King Coal</em> untangles the pain from the beauty, and illuminates the innately human capacity for change.</p>","{film,screening}",{}
